#ENGLISH;HANHUA;x
#nick_wenzong;文宗;x
#nick_wuzong;武宗;x

b_jiyuan41211;济源;x
b_jili41212;吉利;x
b_mengjin41213;孟津;x
b_xinan41214;新安;x
b_chaoyang41215;朝阳;x
b_wangwu41216;王屋;x
b_xiaye41217;下冶;x
b_huimemg41218;会盟;x
c_sanmenxia4122;三门峡;x
b_sanmenxia41221;三门峡;x
b_lingbao41222;灵宝;x
b_mianchi41223;渑池;x
b_hanguguan41224;函谷关;x
b_shanxian41225;陕县;x
b_lushi41226;卢氏;x
b_yima41227;义马;x
b_binhu41228;滨湖;x
c_ruyang4123;汝阳;x
b_ruyang41231;汝阳;x
b_songxian41232;嵩县;x
b_luoning41233;洛宁;x
b_luanchuan41234;栾川;x
b_qixian41235;淇县;x
b_tianhu41236;田湖;x
b_deting41237;德亭;x
b_dazhang41238;大章;x
c_luoyang4124;洛阳;x
b_luoyang41241;洛阳;x
b_luolong41242;洛龙;x
b_yiyang41243;宜阳;x
b_yichuan41244;伊川;x
b_laocheng41245;老城;x
b_xigong41246;西工;x
b_jianxi41227;涧西;x
b_chanhe41228;瀍河;x
d_xuchang413;许昌;x
c_xingyang4131;荥阳;x
b_xingyang41311;荥阳;x
b_xinmi41312;新密;x
b_gongyi41313;巩义;x
b_dengfeng41314;登封;x
b_sishui41315;汜水;x
b_shangjie41316;上街;x
b_gaoshan41317;高山;x
b_heluo41318;河洛;x
c_zhengzhou4132;郑州;x
b_zhengzhou41321;郑州;x
b_jinshui41322;金水;x
b_zhongyuan41323;中原;x
b_xinzheng41324;新郑;x
b_zhongmou41325;中牟;x
b_huiji41326;惠济;x
b_erqi41327;二七;x
b_guandu41328;官渡;x
c_luohe4133;漯河;x
b_luohe41331;漯河;x
b_zhaoling41332;召陵;x
b_wuyang41333;舞阳;x
b_yancheng41334;郾城;x
b_linying41335;临颍;x
b_yuanhui41336;源汇;x
b_mengmiao41337;孟庙;x
b_longcheng41338;龙城;x
c_xuchang4134;许昌;x
b_xuchang41341;许昌;x
b_xiangcheng41342;襄城;x
b_yuzhou41343;禹州;x
b_weidu41344;魏都;x
b_yanling41345;鄢陵;x
b_changge41346;长葛;x
b_shangji41327;尚集;x
b_shigu41328;石固;x
c_ruzhou4135;汝州;x
b_ruzhou41351;汝州;x
b_jiaxian41352;郏县;x
b_baofeng41353;宝丰;x
b_shilong41354;石龙;x
b_wenquan41355;温泉;x
b_shiqiao41356;石桥;x
b_anliang41357;安良;x
b_mangchuan41358;蟒川;x
d_kaifeng414;开封;x
c_kaifeng4141;开封;x
b_kaifeng41411;开封;x
b_longting41412;龙亭;x
b_tongxu41413;通许;x
b_qixian41414;杞县;x
b_yuwangtai41415;禹王台;x
b_jinming41416;金明;x
b_shunhe41417;顺河;x
b_gulou41418;鼓楼;x
c_lankao4142;兰考;x
b_lankao41421;兰考;x
b_minquan41422;民权;x
b_suixian41423;睢县;x
b_yifeng41424;仪封;x
b_pinggang41425;平岗;x
b_beiguan41426;北关;x
b_nanzhang41427;南彰;x
b_longtang41428;龙塘;x
c_shangqiu4143;商丘;x
b_shangqiu41431;商丘;x
b_suiyang41432;睢阳;x
b_ningling41433;宁陵;x
b_zhecheng41434;柘城;x
b_lema41435;勒马;x
b_anping41436;安平;x
b_huanggang41437;黄岗;x
b_shuangba41438;双八;x
c_yongcheng4144;永城;x
b_yongcheng41441;永城;x
b_yucheng41442;虞城;x
b_xiayi41443;夏邑;x
b_jiyang41444;济阳;x
b_yingpan41445;营盘;x
b_mangshan41446;芒山;x
b_wolong41427;卧龙;x
b_yingkuo41428;营廓;x
c_huaiyang4145;淮阳;x
b_huaiyang41451;淮阳;x
b_taikang41452;太康;x
b_fugou41453;扶沟;x
b_xihua41454;西华;x
b_biangang41455;汴岗;x
b_fengmu41456;奉母;x
b_qingheyi41457;清河驿;x
b_lutai41458;鲁台;x
c_zhoukou4146;周口;x
b_zhoukou41461;周口;x
b_shangshui41462;商水;x
b_xiangcheng41463;项城;x
b_dancheng41464;郸城;x
b_luyi41465;鹿邑;x
b_shenqiu41466;沈丘;x
b_huichuan41467;汇川;x
b_nanfeng41468;南丰;x
d_nanyang415;南阳;x
c_pingdingshan4151;平顶山;x
b_pingdingshan41511;平顶山;x
b_lushan41512;鲁山;x
b_yexian41513;叶县;x
b_wugang41514;舞钢;x
b_weidong41515;卫东;x
b_xinhua41516;新华;x
b_zhanhe41517;湛河;x
b_zhangliang41518;张良;x
c_nanyang4152;南阳;x
b_nanyang41521;南阳;x
b_fangcheng41522;方城;x
b_wancheng41523;宛城;x
b_sheqi41524;社旗;x
b_nanzhao41525;南召;x
b_zhenping41526;镇平;x
b_pushan41527;蒲山;x
b_wolong41528;卧龙;x
c_dengzhou4153;邓州;x
b_dengzhou41531;邓州;x
b_neixiang41532;内乡;x
b_xixia41533;西峡;x
b_xichuan41534;淅川;x
b_fenghuang41535;凤凰;x
b_danshui41536;丹水;x
b_chimei41537;赤眉;x
b_dusi41538;都司;x
c_xinye4154;新野;x
b_xinye41541;新野;x
b_tongbai41542;桐柏;x
b_tanghe41543;唐河;x
b_huyang41544;湖阳;x
b_shayan41545;沙堰;x
b_dahe41546;大河;x
b_huilong41527;回龙;x
b_yuantan41528;源潭;x
d_runan416;汝南;x
c_zhumadian4161;驻马店;x
b_zhumadian41611;驻马店;x
b_queshan41612;确山;x
b_biyang41613;泌阳;x
b_xiping41614;西平;x
b_suiping41615;遂平;x
b_yicheng41616;驿城;x
b_wagang41617;瓦岗;x
b_tongshan41618;铜山;x
c_runan4162;汝南;x
b_runan41621;汝南;x
b_shangcai41622;上蔡;x
b_zhengyang41623;正阳;x
b_pingyu41624;平舆;x
b_huapi41625;华陂;x
b_hexiao41626;和孝;x
b_chongli41627;崇礼;x
b_tongzhong41628;铜钟;x
c_xinyang4163;信阳;x
b_xinyang41631;信阳;x
b_luoshan41632;罗山;x
b_guangshan41633;光山;x
b_xinxian41634;新县;x
b_shihe41635;浉河;x
b_pingqiao41636;平桥;x
b_lingshan41637;灵山;x
b_shawo41638;沙窝;x
c_xincai4164;新蔡;x
b_xincai41641;新蔡;x
b_fogesi41642;佛阁寺;x
b_xixian41643;息县;x
b_huaibin41644;淮滨;x
b_longkou41645;龙口;x
b_dongyue41646;东岳;x
b_taitou41627;台头;x
b_qisi41628;期思;x
c_gushi4165;固始;x
b_gushi41651;固始;x
b_zushi41652;祖师;x
b_huangchaun41653;潢川;x
b_shangcheng41654;商城;x
b_renhe41655;仁和;x
b_fenggang41656;丰港;x
b_suxianshi41657;苏仙石;x
b_niugang41658;牛岗;x
k_hubei42; 鄂 ;x
d_jingbei421;荆北;x
c_shiyan4211;十堰;x
b_shiyan42111;十堰;x
b_wudangshan42112;武当山;x
b_yunxian42113;郧县;x
b_danjiangkou42114;丹江口;x
b_yunxi42115;郧西;x
b_zhangwan42116;张湾;x
b_maojian42117;茅箭;x
b_huanglong42118;黄龙;x
c_fangxian4212;房县;x
b_fangxian42121;房县;x
b_shenlongjia42122;神龙架;x
b_zhuxi42123;竹溪;x
b_zhushan42124;竹山;x
b_hualongyan42125;化龙堰;x
b_guandu42126;官渡;x
b_tucheng42127;土城;x
b_qingu42128;秦古;x
c_nanzhang4213;南漳;x
b_nanzhang42131;南漳;x
b_baokang42132;保康;x
b_gucheng42133;谷城;x
b_laohekou42134;老河口;x
b_zijin42135;紫金;x
b_nanhe42136;南河;x
b_xianrendu42137;仙人渡;x
b_lengji42138;冷集;x
c_xiangfan4214;襄樊;x
b_xiangyang42141;襄阳;x
b_fancheng42142;樊城;x
b_xiangzhou42143;襄州;x
b_zaoyang42144;枣阳;x
b_yicheng42145;宜城;x
b_niushou42146;牛首;x
b_dongjin42127;东津;x
b_oumiao42128;欧庙;x
c_suizhou4215;随州;x
b_suizhou42151;随州;x
b_zengdu42152;曾都;x
b_guangshui42153;广水;x
b_gaocheng42154;高城;x
b_anju42155;安居;x
b_songzhuang42156;宋庄;x
b_xihe42157;淅河;x
b_junchuan42158;均川;x
c_anlu4216;安陆;x
b_anlu42161;安陆;x
b_xiaochang42162;孝昌;x
b_dawu42163;大悟;x
b_yangping42164;阳平;x
b_taiping42165;太平;x
b_jidian42166;季店;x
b_yandian42167;烟店;x
b_xundian42168;巡店;x
d_wuhan422;武汉;x
c_macheng4221;麻城;x
b_macheng42211;麻城;x
b_luotian42212;罗田;x
b_yingshan42213;英山;x
b_hongan42214;红安;x
b_baiguo42215;白果;x
b_yongjiahe42216;永佳河;x
b_tiemengang42217;铁门岗;x
b_yantianhe42218;盐田河;x
c_huanggang4222;黄冈;x
b_huanggang42221;黄冈;x
b_huangzhou42222;黄州;x
b_tuanfeng42223;团风;x
b_xishui42224;浠水;x
b_wuxue42225;武穴;x
b_huangmei42226;黄梅;x
b_qichun42227;蕲春;x
b_huilongshan42228;回龙山;x
c_huangshi4223;黄石;x
b_huangshi42231;黄石;x
b_xisaishan42232;西塞山;x
b_xialu42233;下陆;x
b_tieshan42234;铁山;x
b_yangxin42235;阳新;x
b_daye42236;大冶;x
b_huangshigang42237;黄石港;x
b_futu42238;浮屠;x
c_ezhou4224;鄂州;x
b_echeng42241;鄂城;x
b_huarong42242;华容;x
b_liangzihu42243;梁子湖;x
b_dushan42244;杜山;x
b_putuan42245;蒲团;x
b_shawo42246;沙窝;x
b_zhaoshan42227;沼山;x
b_zelin42228;泽林;x
c_wuhan4225;武汉;x
b_wuhan42251;武汉;x
b_caidian42252;蔡甸;x
b_jiangxia42253;江夏;x
b_hannan42254;汉南;x
b_huangpi42255;黄陂;x
b_xinzhou42256;新洲;x
b_hongshan42257;洪山;x
b_hanyang42258;汉阳;x
c_xianning4226;咸宁;x
b_xianning42261;咸宁;x
b_tongshan42262;通山;x
b_chongyang42263;崇阳;x
b_chibi42264;赤壁;x
b_jiayu42265;嘉鱼;x
b_tongcheng42266;通城;x
b_xianan42267;咸安;x
b_xiangyanghu42268;向阳湖;x
d_jingnan423;荆南;x
c_honghu4231;洪湖;x
b_honghu42311;洪湖;x
b_jianli42312;监利;x
b_shishou42313;石首;x
b_wulin42314;乌林;x
b_dongsheng42315;东升;x
b_wanquan42316;万全;x
b_tuomu42317;拓木;x
b_zhuhe42318;朱河;x
c_tianmen4232;天门;x
b_tianmen42321;天门;x
b_qianjiang42322;潜江;x
b_xiantao42323;仙桃;x
b_yuekou42324;岳口;x
b_pengshi42325;彭市;x
b_sanfutan42326;三伏潭;x
b_fuxing42327;复兴;x
b_mayang42328;麻洋;x
c_xiaogan4233;孝感;x
b_xiaogan42331;孝感;x
b_yunmeng42332;云梦;x
b_yingcheng42333;应城;x
b_hanchuan42334;汉川;x
b_sanhe42335;三合;x
b_mahe42336;麻河;x
b_xijiang42337;西江;x
b_langjun42338;郎君;x
c_jingmen4234;荆门;x
b_jingmen42341;荆门;x
b_jingshan42342;京山;x
b_shayang42343;沙洋;x
b_zhongxiang42344;钟祥;x
b_dongbao42345;东宝;x
b_duodao42346;掇刀;x
b_ziling42327;子陵;x
b_shipai42328;石牌;x
c_jingzhou4235;荆州;x
b_jingzhou42351;荆州;x
b_gongan42352;公安;x
b_jiangling42353;江陵;x
b_songzi42354;松滋;x
b_shashi42355;沙市;x
b_balingshan42356;八岭山;x
b_mishi42357;弥市;x
b_baimasi42358;白马寺;x
c_yiling4236;夷陵;x
b_yiling42361;夷陵;x
b_dangyang42362;当阳;x
b_yuanan42363;远安;x
b_zhijiang42364;枝江;x
b_xiling42365;西陵;x
b_wujiagang42366;伍家岗;x
b_longquan42367;龙泉;x
b_xiaoting42368;猇亭;x
d_exi424;鄂西;x
c_yidu4241;宜都;x
b_yidu42411;宜都;x
b_dianjun42412;点军;x
b_changyang42413;长阳;x
b_wufeng42414;五峰;x
b_zhicheng42415;枝城;x
b_moshi42416;磨市;x
b_lianpeng42417;联棚;x
b_caihua42418;采花;x
c_zigui4242;秭归;x
b_zigui42421;秭归;x
b_shuiyuesi42422;水月寺;x
b_nanyang42423;南阳;x
b_xingshan42424;兴山;x
b_guizhou42425;归州;x
b_gaoyang42426;高阳;x
b_quyuan42427;屈原;x
b_lianghekou42428;两河口;x
c_badong4243;巴东;x
b_badong42431;巴东;x
b_hongyansi42432;红岩寺;x
b_hefeng42433;鹤峰;x
b_jianshi42434;建始;x
b_jingyang42435;景阳;x
b_maotian42436;茅田;x
b_wuyang42437;邬阳;x
b_zouma42438;走马;x
c_enshi4244;恩施;x
b_enshi42441;恩施;x
b_longfeng42442;龙凤;x
b_xuanen42443;宣恩;x
b_xima42444;洗马;x
b_guihua42445;桂花;x
b_shadaogou42446;沙道沟;x
b_damu42427;大木;x
b_shuanglong42428;双龙;x
c_lichuan4245;利川;x
b_lichuan42451;利川;x
b_xianfeng42452;咸丰;x
b_laifeng42453;来凤;x
b_taoyuan42454;桃园;x
b_jianshan42455;尖山;x
b_wendou42456;文斗;x
b_moudao42457;谋道;x
b_luming42458;鹿鸣;x
k_hunan43; 湘 ;x
d_hengshan431;衡山;x
c_yongzhou4311;永州;x
b_yongzhou43111;永州;x
b_ningyuan43112;宁远;x
b_lingling43113;零陵;x
b_jianghua43114;江华;x
b_xintian43115;新田;x
b_lanshan43116;蓝山;x
b_qiyang43117;祁阳;x
b_dongan43118;东安;x
c_chenzhou4312;郴州;x
b_chenzhou43121;郴州;x
b_suxian43122;苏仙;x
b_guiyang43123;桂阳;x
b_yizhang43124;宜章;x
b_jiahe43125;嘉禾;x
b_rucheng43126;汝城;x
b_anren43127;安仁;x
b_linwu43128;临武;x
c_hengyang4313;衡阳;x
b_hengyang43131;衡阳;x
b_hengshan43132;衡山;x
b_changning43133;常宁;x
b_leiyang43134;耒阳;x
b_hengnan43135;衡南;x
b_qidong43136;祁东;x
b_shigu43137;石鼓;x
b_hengdong43138;衡东;x
d_changsha432;长沙;x
c_zhuzhou4321;株洲;x
b_zhuzhou43211;株洲;x
b_chaling43212;茶陵;x
b_liling43213;醴陵;x
b_yanling43214;炎陵;x
b_tianyuan43215;天元;x
b_youxian43216;攸县;x
b_shifeng43217;石峰;x
b_hetang43218;荷塘;x
c_xiangtan4322;湘潭;x
b_xiangtan43221;湘潭;x
b_xiangxiang43222;湘乡;x
b_shaoshan43223;韶山;x
b_yuetang43224;岳塘;x
b_yuhu43225;雨湖;x
b_qingxi43226;清溪;x
b_yongyi43227;永义;x
b_shitan43228;石潭;x
c_changsha4323;长沙;x
b_changsha43231;长沙;x
b_ningxiang43232;宁乡;x
b_liuyang43233;浏阳;x
b_wangcheng43234;望城;x
b_furong43235;芙蓉;x
b_yuelu43236;岳麓;x
b_kaifu43237;开福;x
b_tianxin43238;天心;x
d_wuling433;武陵;x
c_loudi4331;娄底;x
b_loudi43311;娄底;x
b_shuangfeng43312;双峰;x
b_xinhua43313;新化;x
b_lianyuan43314;涟源;x
b_louxing43315;娄星;x
b_lengshuijiang43316;冷水江;x
b_yongfeng43317;永丰;x
b_shangmei43318;上梅;x
c_shaoyang4332;邵阳;x
b_shaoyang43321;邵阳;x
b_wugang43322;武冈;x
b_xinning43323;新宁;x
b_suining43324;绥宁;x
b_longhui43325;隆回;x
b_shaodong43326;邵东;x
b_chengbu43327;城步;x
b_dongkou43328;洞口;x
c_huaihua4333;怀化;x
b_huaihua43331;怀化;x
b_yuanling43332;沅陵;x
b_huitong43333;会同;x
b_mayang43334;麻阳;x
b_xinhuang43335;新晃;x
b_jingzhou43336;靖州;x
b_hongjiang43337;洪江;x
b_chenxi43338;辰溪;x
c_jishou4334;吉首;x
b_jishou43341;吉首;x
b_luxi43342;泸溪;x
b_fenghuang43343;凤凰;x
b_huayuan43344;花垣;x
b_baojing43345;保靖;x
b_guzhang43346;古丈;x
b_yongshun43327;永顺;x
b_longshan43328;龙山;x
d_dongting434;洞庭;x
c_zhangjiajie4341;张家界;x
b_zhangjiajie43411;张家界;x
b_yongding43412;永定;x
b_wulingyuan43413;武陵源;x
b_cili43414;慈利;x
b_sangzhi43415;桑植;x
b_lingyang43416;零阳;x
b_liyuan43417;澧源;x
b_dongyueguan43418;东岳观;x
c_changde4342;常德;x
b_changde43421;常德;x
b_lixian43422;澧县;x
b_hanshou43423;汉寿;x
b_anxiang43424;安乡;x
b_dingcheng43425;鼎城;x
b_taoyuan43426;桃源;x
b_shimen43427;石门;x
b_jinshi43428;津市;x
c_yiyang4343;益阳;x
b_yiyang43431;益阳;x
b_ziyang43432;资阳;x
b_heshan43433;赫山;x
b_nanxian43434;南县;x
b_taojiang43435;桃江;x
b_anhua43436;安化;x
b_yuanjiang43437;沅江;x
b_taohuajiang43438;桃花江;x
c_yueyang4344;岳阳;x
b_bijie43441;岳阳;x
b_dafang43442;华容;x
b_jinsha43443;临湘;x
b_qianxi43444;汨罗;x
b_qianxi43445;平江;x
b_nayong43446;湘阴;x
b_hezhang43427;君山;x
b_weining43428;云溪;x
k_guangdong44; 粤 ;x
d_yuexi441;粤西;x
c_zhanjiang4411;湛江;x
b_zhanjiang44111;湛江;x
b_xiashan44112;霞山;x
b_leizhou44113;雷州;x
b_xuwen44114;徐闻;x
b_suixi44115;遂溪;x
b_lianjiang44116;廉江;x
b_wuchuan44117;吴川;x
b_mazhang44118;麻章;x
c_maoming4412;茂名;x
b_maoming44121;茂名;x
b_dianbai44122;电白;x
b_huazhou44123;化州;x
b_gaozhou44124;高州;x
b_xinyi44125;信宜;x
b_maonan44126;茂南;x
b_maogang44127;茂港;x
b_shuidong44128;水东;x
c_yangjiang4413;阳江;x
b_yangjiang44131;阳江;x
b_yangdong44132;阳东;x
b_yangchun44133;阳春;x
b_yangxi44134;阳西;x
b_jiangcheng44135;江城;x
b_xinxu44136;新圩;x
b_yashao44137;雅韶;x
b_pinggang44138;平冈;x
c_yunfu4414;云浮;x
b_yunfu44141;云浮;x
b_xinxing44142;新兴;x
b_yunan44143;云安;x
b_yunan44144;郁南;x
b_luoding44145;罗定;x
b_yuncheng44146;云城;x
b_dafang44127;大方;x
b_baishi44128;白石;x
c_jiangmen4415;江门;x
b_chaoyang44151;江门;x
b_tongzhou44152;台山;x
b_sanhe44153;开平;x
b_dachang44154;恩平;x
b_xianghe44155;鹤山;x
b_songzhuang44156;蓬江;x
b_xiaowu44157;新会;x
b_fengheying44158;江海;x
d_panyu442;番禺;x
c_zhuhai4421;珠海;x
b_zhuhai44211;珠海;x
b_zhongshan44212;中山;x
b_aomen44213;澳门;x
b_xiangzhou44214;香洲;x
b_doumen44215;斗门;x
b_jinwan44216;金湾;x
b_shenwan44217;神湾;x
b_dongsheng44218;东升;x
c_foshan4422;佛山;x
b_foshan44221;佛山;x
b_gaoming44222;高明;x
b_shunde44223;顺德;x
b_nanhai44224;南海;x
b_sanshui44225;三水;x
b_chancheng44226;禅城;x
b_xiqiao44227;西樵;x
b_mingcheng44228;明城;x
c_guangzhou4423;广州;x
b_guangzhou44231;广州;x
b_baiyun44232;白云;x
b_panyu44233;番禺;x
b_conghua44234;从化;x
b_huadu44235;花都;x
b_luogang44236;萝岗;x
b_nansha44237;南沙;x
b_huangpu44238;黄埔;x
c_dongguan4424;东莞;x
b_dongguan44241;东莞;x
b_xianggang44242;香港;x
b_shenzhen44243;深圳;x
b_guangming44244;光明;x
b_humen44245;虎门;x
b_baoan44246;宝安;x
b_wanjiang44227;万江;x
b_longgang44228;龙岗;x
c_huizhou4425;惠州;x
b_huizhou44251;惠州;x
b_longmen44252;龙门;x
b_boluo44253;博罗;x
b_huidong44254;惠东;x
b_huiyang44255;惠阳;x
b_huicheng44256;惠城;x
b_zhenlong44257;镇隆;x
b_yonghan44258;永汉;x
d_yuedong443;粤东;x
c_shanwei4431;汕尾;x
b_shanwei44311;汕尾;x
b_haifeng44312;海丰;x
b_lufeng44313;陆丰;x
b_luhe44314;陆河;x
b_pingdong44315;平东;x
b_dongkeng44316;东坑;x
b_jieshi44317;碣石;x
b_jinxiang44318;金厢;x
c_jieyang4432;揭阳;x
b_jieyang44321;揭阳;x
b_rongcheng44322;榕城;x
b_jiedong44323;揭东;x
b_jiexi44324;揭西;x
b_huilai44325;惠来;x
b_puning44326;普宁;x
b_yunluo44327;云落;x
b_fengjiang44328;凤江;x
c_shantou4433;汕头;x
b_shantou44331;汕头;x
b_nanao44332;南澳;x
b_jinping44333;金平;x
b_haojiang44334;濠江;x
b_longhu44335;龙湖;x
b_chenghai44336;澄海;x
b_chaoyang44337;潮阳;x
b_chaonan44338;潮南;x
c_chaozhou4434;潮州;x
b_chaozhou44341;潮州;x
b_fengxi44342;枫溪;x
b_chaoan44343;潮安;x
b_raoping44344;饶平;x
b_dongfeng44345;东凤;x
b_xinfeng44346;新丰;x
b_shaxi44327;沙溪;x
b_tuolin44328;拓林;x
c_meizhou4435;梅州;x
b_guiyang44351;梅州;x
b_qingzhen44352;兴宁;x
b_xiuwen44353;五华;x
b_kaiyang44354;丰顺;x
b_xifeng44355;平远;x
b_wudang44356;大埔;x
b_huaxi44357;蕉岭;x
b_guanshanhu44358;梅县;x
d_yuebei444;粤北;x
c_heyuan4441;河源;x
b_heyuan44411;河源;x
b_zijin44412;紫金;x
b_dongyuan44413;东源;x
b_longchuan44414;龙川;x
b_heping44415;和平;x
b_lianping44416;连平;x
b_guzhu44417;古竹;x
b_tongqu44418;通衢;x
c_shaoguan4442;韶关;x
b_shaoguan44421;韶关;x
b_xinfneg44422;新丰;x
b_nanxiong44423;南雄;x
b_lechang44424;乐昌;x
b_ruyuan44425;乳源;x
b_renhua44426;仁化;x
b_wengyuan44427;翁源;x
b_shixing44428;始兴;x
c_zhaoqing4443;肇庆;x
b_zhaoqing44431;肇庆;x
b_gaoyao44432;高要;x
b_dinghu44433;鼎湖;x
b_sihui44434;四会;x
b_deqing44435;德庆;x
b_guangning44436;广宁;x
b_huaiji44437;怀集;x
b_fengkai44438;封开;x
c_qingyuan4444;清远;x
b_qingyuan44441;清远;x
b_fogang44442;佛冈;x
b_yingde44443;英德;x
b_yangshan44444;阳山;x
b_lianzhou44445;连州;x
b_lianshan44446;连山;x
b_liannan44427;连南;x
b_qingxin44428;清新;x
k_guangxi45; 桂 ;x
d_guinan451;桂南;x
c_beihai4511;北海;x
b_beihai45111;北海;x
b_haicheng45112;海城;x
b_yinhai45113;银海;x
b_tieshangang45114;铁山港;x
b_hepu45115;合浦;x
b_yintan45116;银滩;x
b_nankang45117;南康;x
b_lianzhou45118;廉州;x
c_qinzhou4512;钦州;x
b_qinzhou45121;钦州;x
b_qinnan45122;钦南;x
b_qinbei45123;钦北;x
b_lingshan45124;灵山;x
b_pubei45125;浦北;x
b_xiaojiang45126;小江;x
b_sanhai45127;三海;x
b_beitong45128;北通;x
c_bianchenggang4513;边城港;x
b_bianchenggang45131;边城港;x
b_gangkou45132;港口;x
b_biancheng45133;边城;x
b_shangsi45134;上思;x
b_dongxing45135;东兴;x
b_gongche45136;公车;x
b_jiangping45137;江平;x
b_siyang45138;思阳;x
d_guixi452;桂西;x
c_chongzuo4521;崇左;x
b_chongzuo45211;崇左;x
b_jiangzhou45212;江州;x
b_fusui45213;扶绥;x
b_ningming45214;宁明;x
b_longzhou45215;龙州;x
b_daxin45216;大新;x
b_tiandeng45217;天等;x
b_pingxiang45218;凭祥;x
c_hechi4522;河池;x
b_hechi45221;河池;x
b_jinchengjiang45222;金城江;x
b_nandan45223;南丹;x
b_yizhou45224;宜州;x
b_fengshan45225;凤山;x
b_dongnan45226;东南;x
b_luocheng45227;罗城;x
b_huanjiang45228;环江;x
c_baise4523;百色;x
b_baise45231;百色;x
b_youjiang45232;右江;x
b_tianyang45233;田阳;x
b_jingxi45234;靖西;x
b_napo45235;那坡;x
b_lingyun45236;凌云;x
b_leye45237;乐业;x
b_longlin45238;隆林;x
c_nanning4524;南宁;x
b_nanning45241;南宁;x
b_yongning45242;邕宁;x
b_wuming45243;武鸣;x
b_mashan45244;马山;x
b_shanglin45245;上林;x
b_binyang45246;宾阳;x
b_hengxian45247;横县;x
b_qingxiu45248;青秀;x
d_guidong453;桂东;x
c_yulin4531;玉林;x
b_yulin45311;玉林;x
b_yuzhou45312;玉州;x
b_fumian45313;福绵;x
b_rongxian45314;容县;x
b_luchuan45315;陆川;x
b_bobai45316;博白;x
b_xingye45317;兴业;x
b_beiliu45318;北流;x
c_guigang4532;贵港;x
b_guigang45321;贵港;x
b_gangbei45322;港北;x
b_gangnan45323;港南;x
b_tantang45324;覃塘;x
b_pingnan45325;平南;x
b_guiping45326;桂平;x
b_luoxiu45327;罗秀;x
b_siwang45328;思旺;x
c_wuzhou4533;梧州;x
b_wuzhou45331;梧州;x
b_wanxiu45332;万秀;x
b_cangwu45333;苍梧;x
b_mengshan45334;蒙山;x
b_tengxian45335;藤县;x
b_cenxi45336;岑溪;x
b_longwei45337;龙圩;x
b_changzhou45338;长洲;x
c_hezhou4534;贺州;x
b_hezhou45341;贺州;x
b_babu45342;八步;x
b_pinggui45343;平桂;x
b_zhaoping45344;昭平;x
b_zhongshan45345;钟山;x
b_fuchuan45346;富川;x
b_wenzhu45347;文竹;x
b_fengxiang45348;凤翔;x
d_guibei454;桂北;x
c_laibin4541;来宾;x
b_laibin45411;来宾;x
b_xingbin45412;兴宾;x
b_xincheng45413;忻城;x
b_xiangzhou45414;象州;x
b_wuxuan45415;武宣;x
b_jinxiu45416;金秀;x
b_heshan45417;合山;x
b_lingnan45418;岭南;x
c_guilin4542;桂林;x
b_guilin45421;桂林;x
b_xingan45422;兴安;x
b_yangshuo45423;阳朔;x
b_yongfu45424;永福;x
b_gongcheng45425;恭城;x
b_longsheng45426;龙胜;x
b_quanzhou45427;全州;x
b_ziyuan45428;资源;x
c_liuzhou4543;柳州;x
b_liuzhou45431;柳州;x
b_luzhai45432;鹿寨;x
b_rongan45433;融安;x
b_sanjiang45434;三江;x
b_rongshui45435;融水;x
b_liucheng45436;柳城;x
b_liujiang45437;柳江;x
b_yufeng45438;鱼峰;x
k_hainan46; 琼 ;x
d_hainan461;海南;x
c_qiongzhou4611;琼州;x
b_haikou46111;海口;x
b_wenchang46112;文昌;x
b_chengmai46113;澄迈;x
b_qiongshan46114;琼山;x
b_longhua46115;龙华;x
b_xiuying46116;秀英;x
b_meilan46117;美兰;x
b_jinshan46118;锦山;x
c_changjiang4612;昌江;x
b_changjiang46121;昌江;x
b_baisha46122;白沙;x
b_lingao46123;临高;x
b_danzhou46124;儋州;x
b_dongfang46125;东方;x
b_xinlong46126;新龙;x
b_tianan46127;天安;x
b_zhonghe46128;中和;x
c_sanya4613;三亚;x
b_sanya46131;三亚;x
b_ledong46132;乐东;x
b_baoting46133;保亭;x
b_lingshui46134;陵水;x
b_tianya46135;天涯;x
b_haitangwan46136;海棠湾;x
b_fenghuang46137;凤凰;x
b_yacheng46138;崖城;x
c_wanning4614;万宁;x
b_wanning46141;万宁;x
b_dingan46142;定安;x
b_qionghai46143;琼海;x
b_longgun46144;龙滚;x
b_liji46145;礼纪;x
b_changfeng46146;长丰;x
b_shangen46127;山根;x
b_damao46128;大茂;x
c_qiongzhong4615;琼中;x
b_qiongzhong46151;琼中;x
b_wuzhishan46152;五指山;x
b_tunchang46153;屯昌;x
b_limushan46154;黎母山;x
b_shangan46155;上安;x
b_nansheng46156;南圣;x
b_maoyang46157;毛阳;x
b_shuiman46158;水满;x
k_chongqing50; 巴 ;x
d_chongqing501;重庆;x
c_fengjie5011;奉节;x
b_fengjie50111;奉节;x
b_wushan50112;巫山;x
b_wuxi50113;巫溪;x
b_chengkou50114;城口;x
b_kaixian50115;开县;x
b_yunyang50116;云阳;x
b_wanzhou50117;万州;x
b_longju50118;龙驹;x
c_fuling5012;涪陵;x
b_daxing50121;涪陵;x
b_fangshan50122;长寿;x
b_zhoukoudian50123;丰都;x
b_daxinzhuang50124;石柱;x
b_hebei50125;忠县;x
